topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
0.0008196744701512185,0.0008199231406294324,0.0008198387507114526,0.8170786055120653,0.0008198530636727944,0.0008198500500765398,0.0008198593912489374,0.0008196721965124328,0.17636296325260772,0.0008197601723241326
0.0008000535928022137,0.3083296126977963,0.0008002260006268368,0.5344542036242442,0.0008002382260568437,0.11718931752972976,0.0008002327795676242,0.0008000000732600491,0.0008002838975417802,0.03522583157837442
0.0007299328276577845,0.000730152529213969,0.0007301720545424738,0.9484337171422396,0.0007300356503731337,0.045725772311576915,0.0007301356225924077,0.0007299270439304103,0.0007301111780683783,0.0007300436398048419
0.000724649499158904,0.10720151767532242,0.0007247757777888674,0.772880136533203,0.0007247714839714283,0.0007248004974435392,0.0007247862312688076,0.000724637746264059,0.11484520723857165,0.0007247173170075594
0.0007575932753169931,0.0007577781538195361,0.10298099380154173,0.8331156573733417,0.0007576749360713188,0.0007577725956415406,0.05859925580604357,0.0007575758372975979,0.0007577952292621339,0.0007579029916639689
0.0007936524740753644,0.28187645276892676,0.000793855457680889,0.7117733005460851,0.0007937449713623458,0.0007938609793623489,0.0007938532963393448,0.000793650850259648,0.0007938912059392275,0.000793737449968851
0.0007633588380050954,0.0007634993570976397,0.0007635072097155734,0.9931288280836503,0.0007634758648816994,0.0007635455338873526,0.0007634966781825648,0.0007633588044921827,0.0007635005592563317,0.000763429070831336
0.0007752091623707504,0.19426821904464217,0.0007753689872467105,0.7495147285257298,0.0007753155372014409,0.05078984026257124,0.0007754050390030409,0.0007751938635158775,0.0007754378361984987,0.0007752817415208187
0.0008130292262420396,0.0008132533138433938,0.0008131629394606256,0.9926816079447235,0.0008131853950170365,0.0008132289714610466,0.0008132398763687183,0.0008130081796188754,0.0008131851223036648,0.0008130990309611958
0.0007752620091565646,0.24736795612945572,0.000775472296697511,0.7464290807947652,0.0007756192530225267,0.0007753588212373517,0.0007753724763891772,0.0007751938672313461,0.0007753625596882522,0.0007753217923566196
0.0007633618991906111,0.0007635286040329893,0.0007636068080984063,0.9563920212458967,0.0007635149924405511,0.0007635313584335612,0.0007635088586158469,0.0007633588342550401,0.03750012334699941,0.0007634440520369722
0.000757596858956495,0.1549027882382334,0.0007578908060731315,0.7894865373162768,0.0007577628507687088,0.05030645954358819,0.000757871533462529,0.0007575758447117108,0.000757774873555663,0.0007577421343732736
0.0007633643435025205,0.4200075073806804,0.0007635521481561762,0.4907130522276791,0.0007636470584259814,0.0007635121192140028,0.08393505214956601,0.0007633588483592122,0.0007635136138759475,0.0007634401105409839
0.0007408442744792277,0.0007409439819530292,0.0007408696613930066,0.9933320073842117,0.0007409522039519157,0.0007409416667304465,0.0007409135685949406,0.0007407407777900668,0.0007409117147998375,0.000740874766095808
0.0007874257006560172,0.5789151202255229,0.0007875430716818469,0.2370424478071182,0.0007875187662690887,0.17852978840004838,0.0007876630426027173,0.000787401657724705,0.000787612894391869,0.0007874784339842183
0.0007042363530582523,0.0007043734315898574,0.0007043644794667901,0.9936610491124926,0.000704291671715104,0.0007043507698951242,0.000704372179970434,0.0007042253887063229,0.0007044422673311749,0.0007042943457745239
0.0007407497529201818,0.020968043234313963,0.0688964370297312,0.8142274332270135,0.0007409080226416704,0.09146295831779312,0.0007409332318038381,0.0007407408508591001,0.0007409888846840701,0.0007408074482394225
0.0007633588500574292,0.0007636412706390333,0.04817186948440545,0.8052944003121684,0.000763494849639547,0.0007635121421565459,0.0007635862485474758,0.0007633588623383295,0.1411892925958203,0.0007634853842273801
0.0007875103109769055,0.0007876273943464406,0.0007875868811976528,0.9929119829308878,0.0007875116655744914,0.0007876155528921587,0.0007876428600853666,0.000787401620700825,0.0007875905976347978,0.0007875301857037778
0.00075190557814655,0.0007520831204115649,0.0007523585010297897,0.9932311778694612,0.0007520958271032775,0.0007520513280473152,0.0007521338424047356,0.0007518797362526987,0.0007520509137701094,0.0007522632833726145
0.0007518881454836466,0.0007520628667538628,0.043491506361619026,0.950492385238924,0.0007520741541925459,0.0007520350737572416,0.0007521484014101651,0.000751879778205065,0.0007520732387228694,0.0007519467409316781
0.0007463164509075488,0.0007464471039474849,0.0007464666589149938,0.993282270451473,0.0007464689796267672,0.0007464735473657241,0.0007464461839882337,0.0007462687019439673,0.0007464538987614468,0.0007463880230707294
0.000819672326998624,0.3265327258112264,0.06754889977222407,0.600179440967771,0.0008201343182185665,0.0008198941452981899,0.0008198727477913588,0.0008196722391351872,0.000819932186984679,0.0008197554843519961
0.000787401638452659,0.30734853546122154,0.0007875483853816461,0.6863513374126822,0.0007874820837000427,0.0007876777598680565,0.0007875778938931358,0.0007874016501840253,0.0007875660089719396,0.0007874717056447089
0.0007353191105563746,0.0007354767170850308,0.05242587258682934,0.9416907082331882,0.0007354642417017969,0.0007354755899954652,0.0007354901919460127,0.0007352941368016213,0.0007354915034110212,0.0007354076884854028
0.0007246430657136206,0.0007248118720223289,0.0007249572904767709,0.0007247879928900789,0.0007248033314893288,0.0007247714148136748,0.0007248212152591454,0.0007246376915208345,0.0007247924895478508,0.9934769736362663
0.0008130103760953048,0.0008132169389144906,0.13833894399592225,0.8551559514672491,0.0008132547737545208,0.000813160740447144,0.0008131500235237355,0.0008130081800732489,0.0008131905237142898,0.0008131129803057999
0.0008695701179643306,0.7916019202101892,0.0008697671050873354,0.02975388842608043,0.10756024150665117,0.06586576917089164,0.0008698580361270671,0.000869565379905533,0.0008697705838389869,0.0008696494632643665
0.0007575835655197058,0.0007577495786559037,0.0007578903089316757,0.9931805786004221,0.0007576831185770582,0.0007577590836290496,0.0007577390728147089,0.0007575757935739257,0.0007577494108983535,0.0007576914669773567
0.0007195524607500419,0.22648567133460823,0.0007195614394648176,0.7677580594861233,0.0007195447641038221,0.0007195608016295185,0.0007195893277833528,0.0007194245209814576,0.0007195511479062361,0.0007194847166491001
0.0007352957739743889,0.0007354759982627011,0.030783777154461747,0.8460996934859683,0.0007354249861075569,0.11796868846453243,0.000735495373501366,0.0007352941700063455,0.0007354846171039284,0.0007353699760813013
0.0008064532102333695,0.12113650279874928,0.0008065922466398538,0.87241070542968,0.0008066519283281038,0.0008066507504794146,0.0008066910308827306,0.0008064516691252545,0.0008066824681765586,0.0008066184677054774
0.000746277966803305,0.0007464603123074395,0.0007464183271334413,0.9932825350719414,0.0007463711634412577,0.0007464689042351678,0.0007464562213508101,0.0007462686904313941,0.000746411984256161,0.0007463313580995534
0.0008000000776870781,0.26439586702114026,0.0008001659958785338,0.7292030386876064,0.000800108055090488,0.0008002723244091612,0.0008001767627815753,0.0008000000924572431,0.0008002982714739753,0.0008000727114752357
0.0007194709898539172,0.0007195899418961008,0.0007198082707979024,0.9935239344217475,0.0007195115511106879,0.0007195498128066732,0.0007195589788073657,0.0007194244971576595,0.0007195568384070402,0.0007195946974155464
0.0006944624921786484,0.0006946084174589129,0.00069464049279407,0.600199916732963,0.0006946232732414357,0.0006946068151856765,0.0006946408475280808,0.0006944444789792348,0.3942435373675544,0.0006945190821164351
0.0007407635921107633,0.0007408954509567199,0.0007408542254906842,0.993332364201917,0.0007408675102725852,0.0007408474860411734,0.000740865795544663,0.0007407407763286217,0.0007409548601271748,0.0007408461012109649
0.0007462701291470639,0.31530486443305694,0.0007464387832677859,0.6787239109361326,0.0007464054458980326,0.0007464366895874937,0.0007465341470228141,0.000746268720536127,0.0007465168899165953,0.0007463538254344803
0.0007633832277189894,0.5925617739373729,0.0007635696804474298,0.40133034923577693,0.0007634825972634648,0.0007635258174610748,0.0007635410983026267,0.0007633588205053796,0.0007635604783499241,0.0007634551068012494
0.0007407407965458511,0.0007409017910508429,0.0007408579299459704,0.9933323638287157,0.0007408498288106439,0.0007409027112533422,0.0007408836406118626,0.000740740765338457,0.0007409319771630924,0.0007408267305643928
0.0007042289687626616,0.0007043364121149136,0.0007043427743246643,0.0007043307468861921,0.8024235618680589,0.0007043253326096437,0.0007043520260139293,0.0007042253614517181,0.0007043415022851198,0.1919419550074923
0.0008000175651859136,0.2530029812812791,0.0008001656074730935,0.7405960585081999,0.00080014855672877,0.000800185459421584,0.0008001978838831925,0.0008000000583213773,0.0008001450287008244,0.000800100050806262
0.0007936563166012315,0.0007939002443531827,0.06894714757681161,0.8693681201510369,0.0007938661508392023,0.000793823229575327,0.0007938420739960242,0.0007936508639787171,0.05612824581967766,0.0007937475731300999
0.0007518847726288985,0.000752052735067079,0.0007520542117865517,0.9932319243668756,0.0007520290082497746,0.0007520246910877159,0.0007520443041333527,0.0007518797247731302,0.0007520940198354335,0.0007520121655624856
0.0007813263846468384,0.0362587505984769,0.061692055958944385,0.6208069215154861,0.0007814847482235861,0.2765538899565574,0.0007814767443101041,0.0007812500705121951,0.00078149009173651,0.000781353931105979
0.0007042264564213758,0.0007044081218841315,0.0007043702454356248,0.9936608395351437,0.0007043117583574573,0.0007043990853695303,0.0007044119917632395,0.0007042253909362857,0.0007045307910781989,0.0007042766236105395
0.0006993099205329517,0.0006994856175735589,0.0006995513907686339,0.0006994846949745522,0.9019522080833333,0.0006994310676784516,0.0006994990528782547,0.0006993007162467266,0.0006995193731506118,0.09245221008286288
0.000781250056885106,0.36172364749028624,0.0007814898587254559,0.6320251180617884,0.0007814629180110033,0.0007814616011810417,0.0007814849866382217,0.0007812500676626802,0.0007814742889328112,0.0007813606698890416
0.000746341264345099,0.1385615480005207,0.0007465298129604272,0.7924273552379629,0.0007464048150018828,0.0007464325743160118,0.00074651978826867,0.0007462687110291074,0.06378621934978942,0.0007463804458057865
0.0007299483569995085,0.19199517018595302,0.10423240723456738,0.6986620033396903,0.0007300372821471081,0.0007301995683178865,0.0007301680374689581,0.0007299270607679077,0.000730109334837369,0.0007300295992505097
0.0007246408997017069,0.1139258183306442,0.11235281678544215,0.7686481673341066,0.0007248116506981759,0.0007247732115015505,0.0007247931471591193,0.0007246377215312187,0.0007248104811768406,0.0007247304380383496
0.0007042317717020487,0.23238194607304122,0.000704391595806617,0.7619833624640848,0.0007043678946468358,0.000704386950647489,0.0007044108398196278,0.0007042254068182919,0.0007043659327003446,0.0007043110707326738
0.000751886093051606,0.0007520900819564557,0.0007520651325137414,0.9932318315810206,0.0007520749809694688,0.0007520392054231992,0.0007520603522171836,0.0007518797310514155,0.0007520874436498986,0.0007519853981464969
0.0007633588098855257,0.35147610971838766,0.0007635505511485857,0.6424159972638831,0.000763494307358961,0.0007635660088801501,0.0007635413347415826,0.0007633588153775534,0.000763543868439146,0.0007634793218977347
0.0007352956517588801,0.125707621084685,0.0007354025804966704,0.8684092506475765,0.0007354285312794072,0.0007354721167109306,0.0007354426689138889,0.0007352941776892855,0.000735430248447847,0.0007353622924416042
